"id";"invoice_no";"invoice_date";"dr_account_id";"dr_amount";"cr_account_id";"cr_amount";"quantity";"status";"item_description";"year_month"
2315;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2316;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2317;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2318;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2319;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2320;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2321;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2322;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2323;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2324;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2325;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2326;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2327;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2328;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2329;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2330;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2331;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2332;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2333;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2334;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2335;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2336;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2337;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2338;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2339;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2340;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2341;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2342;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2343;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2344;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2345;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2346;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2347;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2348;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2349;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2350;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2351;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2352;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2353;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2354;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2355;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2356;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2357;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2358;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2359;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2360;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2361;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2362;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2363;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2364;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2365;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2366;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2367;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2368;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2369;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2370;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2371;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2372;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2373;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2374;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2375;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2376;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2377;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2378;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2379;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2380;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2381;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2382;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2383;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2384;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2385;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2386;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2387;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2388;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2389;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2390;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2391;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2392;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2393;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2394;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2395;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2396;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2397;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2398;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2399;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2400;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2401;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2402;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2403;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2404;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2405;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2406;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2407;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2408;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2409;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2410;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2411;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2412;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2413;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2414;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2415;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2416;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2417;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2418;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2419;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2420;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2421;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2422;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2423;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2424;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2425;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2426;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2427;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2428;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2429;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2430;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2431;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2432;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2433;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2434;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2435;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2436;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2437;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2438;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2439;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2440;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2441;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2442;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2443;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2444;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2445;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2446;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2447;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2448;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2449;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2450;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2451;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2452;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2453;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2454;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2455;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2456;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2457;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2458;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2459;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2460;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2461;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2462;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2463;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2464;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2465;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2466;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2467;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2468;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2469;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2470;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2471;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2472;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2473;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2474;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2475;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2476;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2477;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2478;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2479;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2480;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2481;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2482;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2483;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2484;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2485;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2486;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2487;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2488;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2489;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2490;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2491;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2492;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2493;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2494;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2495;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2496;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2497;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2498;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2499;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2500;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2501;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2502;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2503;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2504;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2505;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2506;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2507;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2508;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2509;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2510;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2511;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2512;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2513;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2514;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2515;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2516;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2517;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2518;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2519;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2520;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2521;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2522;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2523;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2524;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2525;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2526;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2527;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2528;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2529;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2530;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2531;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2532;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2533;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2534;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2535;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2536;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2537;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2538;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2539;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2540;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2541;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2542;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2543;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2544;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2545;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2546;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2547;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2548;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2549;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2550;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2551;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2552;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2553;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
2554;"11201";"2023-01-31";"QK19";35;"";0;1;"2";"桂格養氣人蔘盒裝19瓶";"2023-04"
